date,tour,cat,surf,cpi,tourn,p1,p2,rk1,rk2,celo1,helo1,celo2,helo2,selo1,selo2,sdelta,ss1,ss2,prob1,fair1,fair2,book1,book2,edge1,edge2,sig1,sig2,win,sets,score,tomorrow
2026-08-26,WTA,GS,hard,43,US Open,Vendula Valdmannova,Maria Lourdes Carle,165,219,1399,1649,1481,1470,1649,1470,179,9,4,0.7368,1.36,3.80,1.34,3.15,-0.0095,-0.0542,,,1,2-0,6-3 6-3,
2026-08-26,WTA,GS,hard,43,US Open,Aliaksandra Sasnovich,Dalma Galfi,136,157,1644,1672,1613,1567,1672,1567,105,6,3,0.6461,1.55,2.83,1.49,2.54,-0.0250,-0.0398,,,1,2-0,7-6 6-3,
2026-08-26,WTA,GS,hard,43,US Open,Andrea Lazaro Garcia,Mai Hontama,142,167,1583,1517,1490,1533,1517,1533,-16,3,7,0.4764,2.10,1.91,2.11,1.69,0.0025,-0.0681,,,1,2-1,5-7 7-6 6-1,
2026-08-26,WTA,GS,hard,43,US Open,Polina Iatcenko,Lucia Bronzetti,160,135,1383,1534,1641,1565,1534,1565,-32,9,3,0.4546,2.20,1.83,1.93,1.82,-0.0635,-0.0041,,,1,2-1,6-2 3-6 6-3,
2026-08-26,WTA,GS,hard,43,US Open,Elena Pridankina,Rebecca Marino,186,417,1587,1515,1474,1552,1515,1552,-37,3,7,0.4470,2.24,1.81,1.70,2.09,-0.1413,0.0746,A,,1,2-0,6-2 6-4,
2026-08-26,WTA,GS,hard,43,US Open,Mariam Bolkvadze,Alevtina Ibragimova,418,218,1336,1502,1554,1504,1502,1504,-2,9,3,0.4971,2.01,1.99,2.24,1.61,0.0507,-0.1182,,A,1,2-0,6-4 6-3,
2026-08-26,WTA,GS,hard,43,US Open,Robin Montgomery,Jeline Vandromme,187,139,1614,1659,1601,1675,1659,1675,-16,7,7,0.4776,2.09,1.91,1.75,2.02,-0.0939,0.0274,,,1,2-0,7-5 6-3,
2026-08-26,WTA,GS,hard,43,US Open,Qinwen Zheng,Clara Burel,121,410,1800,1808,1584,1630,1808,1630,178,5,7,0.7355,1.36,3.78,1.21,4.28,-0.0909,0.0308,A,,1,2-0,6-1 7-5,
2026-08-26,WTA,GS,hard,43,US Open,Anouk Koevermans,Linda Klimovicova,228,199,1486,1537,1436,1504,1537,1504,33,7,7,0.5478,1.83,2.21,2.34,1.57,0.1204,-0.1847,,A,1,2-0,6-3 7-5,
2026-08-26,WTA,GS,hard,43,US Open,Carson Branstine,Linda Fruhvirtova,565,174,1559,1512,1493,1552,1512,1552,-40,3,7,0.4421,2.26,1.79,2.78,1.41,0.0824,-0.1513,,A,1,2-0,6-4 7-5,
2026-08-26,WTA,GS,hard,43,US Open,Gabriela Andrea Knutson,Dominika Salkova,184,118,1395,1533,1541,1616,1533,1616,-82,8,7,0.3835,2.61,1.62,2.18,1.65,-0.0753,0.0105,,,1,2-0,6-3 6-1,
2026-08-26,WTA,GS,hard,43,US Open,Despina Papamichail,Ekaterine Gorgodze,188,161,1373,1368,1532,1511,1368,1511,-142,5,4,0.3057,3.27,1.44,3.39,1.30,0.0107,-0.0749,,A,2,0-2,6-7 6-7,
2026-08-26,WTA,GS,hard,43,US Open,Lucrezia Stefanini,Madison Brengle,119,211,1537,1628,1544,1509,1628,1509,119,8,3,0.6651,1.50,2.99,1.32,3.30,-0.0925,0.0319,A,,1,2-0,6-2 6-3,
2026-08-26,WTA,GS,hard,43,US Open,Julieta Pareja,Iryna Shymanovich,284,191,1539,1601,1518,1496,1601,1496,105,7,4,0.6465,1.55,2.83,1.40,2.82,-0.0677,-0.0011,,,1,2-0,6-4 6-2,
2026-08-26,WTA,GS,hard,43,US Open,Mia Ristic,Francisca Jorge,195,229,1594,1420,1419,1494,1420,1494,-74,1,7,0.3955,2.53,1.65,1.85,1.90,-0.1450,0.0782,A,,1,2-0,6-1 6-3,
2026-08-26,WTA,GS,hard,43,US Open,Susan Bandecchi,Viktoria Hruncakova,152,224,1540,1527,1442,1463,1527,1463,63,4,6,0.5901,1.69,2.44,1.51,2.50,-0.0722,0.0099,A,,1,2-0,6-3 6-2,
2026-08-26,WTA,GS,hard,43,US Open,Tyra Caterina Grant,Himeno Sakatsume,149,144,1641,1558,1476,1556,1558,1556,2,2,8,0.5027,1.99,2.01,1.51,2.51,-0.1595,0.0989,B,,2,1-2,7-5 2-6 3-6,
2026-08-26,WTA,GS,hard,43,US Open,Bianca Andreescu,Veronika Podrez,183,132,1624,1674,1486,1511,1674,1511,164,7,6,0.7197,1.39,3.57,1.31,3.34,-0.0437,-0.0191,,,1,2-0,6-0 6-3,
2026-08-26,WTA,GS,hard,43,US Open,Moyuka Uchijima,Lucie Havlickova,99,225,1597,1610,1451,1494,1610,1494,116,6,7,0.6609,1.51,2.95,1.49,2.54,-0.0103,-0.0546,,,2,1-2,2-6 6-2 6-7,
2026-08-26,WTA,GS,hard,43,US Open,Tamara Zidansek,Guiomar Maristany Zuleta De Reales,146,209,1636,1579,1547,1494,1579,1494,85,3,3,0.6202,1.61,2.63,1.60,2.28,-0.0048,-0.0588,,,1,2-0,7-5 6-3,
2026-08-26,WTA,GS,hard,43,US Open,Arantxa Rus,Suzan Lamens,203,164,1487,1490,1552,1566,1490,1566,-76,5,6,0.3917,2.55,1.64,2.58,1.47,0.0041,-0.0719,,A,1,2-0,6-3 6-4,
2026-08-26,WTA,GS,hard,43,US Open,Heather Watson,Angela Fita Boluda,445,212,1452,1560,1416,1283,1560,1283,277,8,2,0.8314,1.20,5.93,1.33,3.20,0.0795,-0.1439,,A,1,2-1,6-4 5-7 7-6,
2026-08-26,WTA,GS,hard,43,US Open,Nao Hibino,Anna Siskova,227,207,1484,1520,1527,1530,1520,1530,-10,7,5,0.4856,2.06,1.94,2.21,1.64,0.0331,-0.0954,,A,1,2-0,6-4 6-2,
2026-08-26,WTA,GS,hard,43,US Open,Francesca Jones,Mona Barthel,104,204,1706,1625,1495,1538,1625,1538,87,2,7,0.6229,1.61,2.65,1.47,2.59,-0.0574,-0.0090,A,,1,2-1,7-6 1-6 6-2,
2026-08-26,WTA,GS,hard,43,US Open,Katie Swan,Mary Stoiana,206,122,1424,1488,1541,1594,1488,1594,-106,7,7,0.3524,2.84,1.54,2.61,1.47,-0.0307,-0.0327,,A,2,1-2,7-6 3-6 3-6,
2026-08-26,WTA,GS,hard,43,US Open,Yue Yuan,Julia Avdeeva,138,185,1527,1575,1451,1464,1575,1464,111,7,6,0.6543,1.53,2.89,1.33,3.20,-0.0976,0.0332,A,,1,2-0,6-3 6-2,
2026-08-26,WTA,GS,hard,43,US Open,Martyna Kubka,Marina Bassols Ribera,182,133,1496,1598,1601,1507,1598,1507,92,8,2,0.6287,1.59,2.69,1.99,1.78,0.1262,-0.1905,,A,1,2-0,6-3 6-2,
2026-08-27,ATP,GS,hard,43,US Open,Pablo Llamas Ruiz,Vitaliy Sachko,126,188,1680,1550,1513,1455,1550,1455,95,2,3,0.6329,1.58,2.72,1.47,2.61,-0.0474,-0.0160,,,1,2-1,6-2 4-6 7-6,
2026-08-27,ATP,GS,hard,43,US Open,Federico Cina,Hugo Dellien,181,140,1532,1526,1609,1464,1526,1464,62,5,2,0.5890,1.70,2.43,1.20,4.35,-0.2443,0.1811,,,1,2-1,6-3 5-7 7-5,
2026-08-27,ATP,GS,hard,43,US Open,Colton Smith,Jerome Kym,221,178,1445,1484,1590,1612,1484,1612,-128,7,6,0.3234,3.09,1.48,2.78,1.42,-0.0363,-0.0277,,,1,2-1,7-6 2-6 6-4,
2026-08-27,ATP,GS,hard,43,US Open,Toby Samuel,Cristian Garin,110,135,1638,1739,1659,1572,1739,1572,167,8,2,0.7234,1.38,3.62,1.41,2.82,0.0142,-0.0780,eros,,1,1-0,4-6 6-4 5-0,
2026-08-27,ATP,GS,hard,43,US Open,Tomas Barrios Vera,Daniel Rincon,144,208,1524,1502,1529,1536,1502,1536,-35,4,5,0.4504,2.22,1.82,1.78,1.99,-0.1114,0.0471,,alap,1,2-0,6-4 6-3,
2026-08-27,ATP,GS,hard,43,US Open,Coleman Wong,Dusan Lajovic,94,167,1490,1635,1582,1566,1635,1566,69,8,4,0.5979,1.67,2.49,1.44,2.69,-0.0966,0.0304,,,1,2-0,6-4 6-3,
2026-08-27,ATP,GS,hard,43,US Open,Andrea Guerrieri,Aziz Dougaz,187,520,1524,1498,1383,1413,1498,1413,85,4,7,0.6199,1.61,2.63,1.89,1.86,0.0908,-0.1576,eros,,1,2-0,6-2 6-4,
2026-08-27,ATP,GS,hard,43,US Open,Grigor Dimitrov,Otto Virtanen,137,108,1652,1733,1544,1636,1733,1636,97,8,8,0.6357,1.57,2.74,1.32,3.28,-0.1219,0.0594,,,1,1-0,,
2026-08-27,WTA,GS,hard,43,US Open,Storm Hunter,Yeon Woo Ku,169,179,1543,1659,1358,1501,1659,1501,158,8,8,0.7130,1.40,3.48,1.60,2.25,0.0880,-0.1575,eros,,1,2-1,4-6 7-6 6-0,
2026-08-27,WTA,GS,hard,43,US Open,Joanna Garland,Priscilla Hon,201,156,1462,1553,1453,1533,1553,1533,20,8,7,0.5290,1.89,2.12,1.70,2.11,-0.0592,-0.0030,,,1,2-0,6-3 6-4,
2026-08-27,WTA,GS,hard,43,US Open,Kristina Liutova,Lola Radivojevic,125,150,1686,1783,1499,1455,1783,1455,328,8,3,0.8689,1.15,7.63,1.26,3.76,0.0752,-0.1348,eros,,1,2-1,6-2 5-7 6-4,
2026-08-27,WTA,GS,hard,43,US Open,Elvina Kalieva,Sofia Costoulas,115,155,1502,1544,1485,1533,1544,1533,11,7,7,0.5157,1.94,2.06,1.82,1.94,-0.0338,-0.0311,,,1,2-1,3-6 6-3 6-4,
2026-08-27,WTA,GS,hard,43,US Open,Vendula Valdmannova,Aliaksandra Sasnovich,165,136,1399,1649,1644,1672,1649,1672,-23,9,6,0.4669,2.14,1.88,2.23,1.62,0.0185,-0.0842,,,1,2-1,5-7 6-3 6-1,
2026-08-27,WTA,GS,hard,43,US Open,Darja Semenistaja,Alexandra Shubladze,109,190,1547,1526,1362,1499,1526,1499,27,4,8,0.5391,1.86,2.17,2.60,1.47,0.1544,-0.2193,alap,,1,2-0,7-6 6-4,
2026-08-27,WTA,GS,hard,43,US Open,Robin Montgomery,Carson Branstine,187,565,1614,1659,1559,1512,1659,1512,147,7,3,0.7001,1.43,3.33,1.25,3.85,-0.0999,0.0401,,,1,2-1,2-6 6-2 6-2,
2026-08-27,WTA,GS,hard,43,US Open,Lucrezia Stefanini,Julieta Pareja,119,284,1537,1628,1539,1601,1628,1601,27,8,7,0.5386,1.86,2.17,2.11,1.69,0.0647,-0.1304,alap,,1,2-0,6-4 6-3,
2026-08-27,WTA,GS,hard,43,US Open,Gabriela Andrea Knutson,Ekaterine Gorgodze,184,161,1395,1533,1532,1511,1533,1511,22,8,4,0.5320,1.88,2.14,1.33,3.22,-0.2198,0.1574,,,1,2-0,6-4 6-4,
2026-08-27,WTA,GS,hard,43,US Open,Polina Iatcenko,Andrea Lazaro Garcia,160,142,1383,1534,1583,1517,1534,1517,17,9,3,0.5244,1.91,2.10,1.65,2.19,-0.0816,0.0189,,,1,2-0,7-5 6-1,
2026-08-28,ATP,GS,hard,43,US Open,Dalibor Svrcina,Mackenzie Mcdonald,134,146,1558,1596,1467,1582,1596,1582,14,7,8,0.5203,1.92,2.08,1.72,2.07,-0.0611,-0.0034,,,1,2-1,4-6 6-2 7-5,
2026-08-28,ATP,GS,hard,43,US Open,Jurij Rodionov,Jacob Fearnley,143,100,1560,1560,1661,1664,1560,1664,-104,5,5,0.3541,2.82,1.55,3.00,1.37,0.0208,-0.0840,,,1,2-1,4-6 6-4 6-4,
2026-08-28,ATP,GS,hard,43,US Open,Zsombor Piros,Christopher Oconnell,118,105,1666,1645,1584,1678,1645,1678,-34,4,8,0.4517,2.21,1.82,2.41,1.54,0.0367,-0.1010,,,1,1-0,5-7 7-6 0-0,
2026-08-28,ATP,GS,hard,43,US Open,Nishesh Basavareddy,Arthur Gea,163,86,1624,1654,1596,1760,1654,1760,-106,6,9,0.3520,2.84,1.54,2.16,1.67,-0.1109,0.0492,,eros,1,2-0,6-3 6-1,
2026-08-28,ATP,GS,hard,43,US Open,Francesco Passaro,Shintaro Mochizuki,207,117,1515,1534,1475,1482,1534,1482,51,6,5,0.5733,1.74,2.34,2.02,1.75,0.0782,-0.1447,kozepes,,1,2-0,6-4 6-2,
2026-08-28,ATP,GS,hard,43,US Open,Harry Wendelken,Vilius Gaubas,196,120,1339,1536,1552,1571,1536,1571,-35,9,6,0.4498,2.22,1.82,2.20,1.64,-0.0047,-0.0596,,,1,2-1,6-7 7-6 7-6,
2026-08-28,ATP,GS,hard,43,US Open,Lloyd Harris,Pablo Llamas Ruiz,139,126,1587,1677,1680,1550,1677,1550,128,8,2,0.6762,1.48,3.09,1.52,2.46,0.0183,-0.0827,eros,,1,2-0,7-6 6-3,
2026-08-28,ATP,GS,hard,43,US Open,Tristan Schoolkate,Liam Draxl,180,217,1457,1508,1492,1552,1508,1552,-44,7,7,0.4373,2.29,1.78,2.04,1.74,-0.0529,-0.0120,,,1,2-1,4-6 7-5 7-6,
2026-08-28,ATP,GS,hard,43,US Open,Rei Sakamoto,Kei Nishikori,157,477,1518,1588,1607,1671,1588,1671,-83,7,7,0.3825,2.61,1.62,1.57,2.33,-0.2544,0.1883,,eros,1,2-0,6-4 7-6,
2026-08-28,ATP,GS,hard,43,US Open,Hugo Gaston,Colton Smith,88,221,1615,1632,1445,1484,1632,1484,148,6,7,0.7011,1.43,3.35,1.66,2.16,0.0987,-0.1641,eros,,1,2-1,1-6 6-4 6-2,
2026-08-28,ATP,GS,hard,43,US Open,Federico Cina,Bu Yunchaokete,181,124,1532,1526,1588,1626,1526,1626,-99,5,7,0.3611,2.77,1.57,2.46,1.52,-0.0454,-0.0190,,,1,2-1,3-6 6-4 7-5,
2026-08-28,WTA,GS,hard,43,US Open,Arantxa Rus,Susan Bandecchi,203,152,1487,1490,1540,1527,1490,1527,-37,5,4,0.4467,2.24,1.81,2.70,1.44,0.0763,-0.1411,,,1,2-1,1-6 6-3 6-4,
2026-08-28,WTA,GS,hard,43,US Open,Tamara Zidansek,Bianca Andreescu,146,183,1636,1579,1624,1674,1579,1674,-96,3,7,0.3659,2.73,1.58,3.76,1.26,0.1000,-0.1596,,,1,2-1,2-6 6-3 6-4,
2026-08-28,WTA,GS,hard,43,US Open,Lucie Havlickova,Nao Hibino,225,227,1451,1494,1484,1520,1494,1520,-26,7,7,0.4622,2.16,1.86,1.96,1.80,-0.0480,-0.0178,,,1,2-0,6-0 6-4,
2026-08-28,WTA,GS,hard,43,US Open,Anouk Koevermans,Mariam Bolkvadze,228,418,1486,1537,1336,1502,1537,1502,35,7,9,0.5502,1.82,2.22,1.56,2.35,-0.0908,0.0243,,,1,2-0,6-3 7-6,
2026-08-28,WTA,GS,hard,43,US Open,Qinwen Zheng,Elena Pridankina,121,186,1800,1808,1587,1515,1808,1515,293,5,3,0.8435,1.19,6.39,1.15,5.11,-0.0261,-0.0392,,,1,2-1,6-4 3-6 6-0,
2026-08-28,WTA,GS,hard,43,US Open,Kristina Liutova,Martyna Kubka,125,182,1686,1783,1496,1598,1783,1598,185,8,8,0.7436,1.34,3.90,1.29,3.51,-0.0316,-0.0285,,,1,2-0,6-4 6-0,
2026-08-28,WTA,GS,hard,43,US Open,Storm Hunter,Darja Semenistaja,169,109,1543,1659,1547,1526,1659,1526,133,8,4,0.6828,1.46,3.15,1.52,2.48,0.0249,-0.0860,eros,,1,2-0,6-4 6-1,
2026-08-28,WTA,GS,hard,43,US Open,Harriet Dart,Heather Watson,131,445,1453,1599,1452,1560,1599,1560,39,8,8,0.5553,1.80,2.25,1.53,2.43,-0.0983,0.0332,,,1,2-1,2-6 6-4 6-1,
2026-08-28,WTA,GS,hard,43,US Open,Himeno Sakatsume,Mia Ristic,144,195,1476,1556,1594,1420,1556,1420,136,8,1,0.6864,1.46,3.19,1.72,2.07,0.1050,-0.1695,eros,,1,2-0,6-4 6-3,
2026-08-28,WTA,GS,hard,43,US Open,Mary Stoiana,Yue Yuan,122,138,1541,1594,1527,1575,1594,1575,19,7,7,0.5275,1.90,2.12,1.76,2.02,-0.0407,-0.0225,,,1,2-1,6-3 4-6 6-4,
2026-08-28,WTA,GS,hard,43,US Open,Francesca Jones,Joanna Garland,104,201,1706,1625,1462,1553,1625,1553,72,2,8,0.6022,1.66,2.51,1.55,2.41,-0.0430,-0.0171,,,1,2-0,6-4 6-1,
2026-08-28,WTA,GS,hard,43,US Open,Elvina Kalieva,Vendula Valdmannova,115,165,1502,1544,1399,1649,1544,1649,-105,7,9,0.3535,2.83,1.55,1.99,1.77,-0.1490,0.0816,,eros,1,2-1,5-7 6-4 6-4,
